Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Age group
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
,,,,,,,,,18-24
